PELKAVL,PELKDUR,PELKFTO,PELKLL1O,PELKLL2O,PELKLWO,PELKM1,state
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
1,14,2,1,1,1,6,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
1,57,1,1,1,2,1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
1,13,3,4,-1,1,9,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,9
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
1,3,1,4,-1,1,2,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,10
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
1,32,1,4,-1,2,6,11
1,52,3,2,-1,2,6,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
1,119,1,1,2,2,2,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
1,119,3,4,-1,2,10,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,11
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
1,35,1,4,-1,2,1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
1,31,1,1,1,2,1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
1,8,2,2,-1,3,1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
-1,-1,-1,-1,-1,-1,-1,12
